Title,Studio,Release Date,Reference,Standout,Native 4k,Dolby Vision,HDR10+,Imax Enhanced,60 FPS,Dolby Atmos,DTS:X
Wild,20th Century Fox Home Entertainment (Walt Disney previously MGM),2/22/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wild Africa/Tiny Giants,BBC Home Entertainment,5/16/17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wonder,Lionsgate,2/13/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wonder Woman,Warner Bros. Home Entertainment,9/19/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Wonder Woman (Steelbook),Warner Bros. Home Entertainment,5/19/20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Wonder Woman (Steelbook),Warner Bros. Home Entertainment,7/28/2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wonder Woman 1984,Warner Bros. Home Entertainment,TBA 2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wonders of the Arctic,Shout! Factory,9/13/16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Wonders of the Sea,Screen Media,10/1/19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wreck-It Ralph,Walt Disney Studios Home Entertainment (also Fox see above),11/6/18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"X-Men 3-Film Collection (X-Men, X2: X-Men United, X-Men: The Last Stand)",20th Century Fox Home Entertainment (Walt Disney previously MGM),9/25/18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
X-Men: Apocalypse,20th Century Fox Home Entertainment (Walt Disney previously MGM),9/6/16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
X-Men: Dark Phoenix,20th Century Fox Home Entertainment (Walt Disney previously MGM),9/17/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
X-Men: Days of Future Past,20th Century Fox Home Entertainment (Walt Disney previously MGM),3/1/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
X-Men: First Class,20th Century Fox Home Entertainment (Walt Disney previously MGM),10/4/16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
xXx: Return of Xander Cage,Paramount Pictures Home Entertainment,5/16/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Yesterday,Universal Studios Home Entertainment,9/24/19,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
You Are Wanted,Warner Bros. Home Entertainment,9/7/17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Zero Dark Thirty,Sony Pictures Home Entertainment,9/12/17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Zhang Yimou’s Shadow,Well Go USA,8/13/16,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Zombie,Blue Underground,5/26/20,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Zombieland,Sony Pictures Home Entertainment,10/1/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Zombieland: Double Tap,Sony Pictures Home Entertainment,1/21/20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Zootopia,Walt Disney Studios Home Entertainment (also Fox see above),11/5/19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
